split_name,alpha,seed,n_train,n_test,test_stems,model,d_sp_classical,d_auc_classical,d_f1_classical,d_sp_fixed,d_auc_fixed,d_f1_fixed,d_sp_random,d_auc_random,d_f1_random,p_sp,p_auc,p_f1
scene_loo:scene_auto_03,0.03,33,595,59,00060_depth | 00061_depth | 00062_depth | 00152_depth | 00153_depth | 00154_depth | 00207_depth | 00358_depth | 00360_depth | 00361_depth | 00362_depth | 00363_depth | 00383_depth | 00384_depth | 00385_depth | 00519_depth | 00520_depth | 00521_depth | 00559_depth | 00602_depth | 00603_depth | 00604_depth | 00643_depth | 00644_depth | 00758_depth | 00820_depth | 00850_depth | 00851_depth | 00917_depth | 00964_depth | 00966_depth | 00993_depth | 00994_depth | 01087_depth | 01089_depth | 01093_depth | 01094_depth | 01095_depth | 01122_depth | 01123_depth | 01124_depth | 01128_depth | 01129_depth | 01134_depth | 01135_depth | 01148_depth | 01154_depth | 01166_depth | 01169_depth | 01192_depth | 01225_depth | 01227_depth | 01229_depth | 01233_depth | 01288_depth | 01307_depth | 01422_depth | 01429_depth | 01431_depth,motif_survival_neg_only,0.0042940605269394805,0.001723986180191206,0.0008979130806046065,0.02375182295019873,0.011045489051579982,0.04071523178100994,0.004171458510476289,0.0016149993396769036,0.0014021903276489889,0.07751937984496124,0.2713178294573643,0.17054263565891473
scene_loo:scene_auto_03,0.03,33,595,59,00060_depth | 00061_depth | 00062_depth | 00152_depth | 00153_depth | 00154_depth | 00207_depth | 00358_depth | 00360_depth | 00361_depth | 00362_depth | 00363_depth | 00383_depth | 00384_depth | 00385_depth | 00519_depth | 00520_depth | 00521_depth | 00559_depth | 00602_depth | 00603_depth | 00604_depth | 00643_depth | 00644_depth | 00758_depth | 00820_depth | 00850_depth | 00851_depth | 00917_depth | 00964_depth | 00966_depth | 00993_depth | 00994_depth | 01087_depth | 01089_depth | 01093_depth | 01094_depth | 01095_depth | 01122_depth | 01123_depth | 01124_depth | 01128_depth | 01129_depth | 01134_depth | 01135_depth | 01148_depth | 01154_depth | 01166_depth | 01169_depth | 01192_depth | 01225_depth | 01227_depth | 01229_depth | 01233_depth | 01288_depth | 01307_depth | 01422_depth | 01429_depth | 01431_depth,motif_survival_binary,0.012739961387556065,0.008521175625936794,0.004230140064098276,0.032197723810815315,0.01784267849732557,0.04404745876450361,0.012617359371092873,0.008412188785422492,0.004734417311142658,0.007751937984496124,0.007751937984496124,0.015503875968992248
scene_loo:scene_auto_04,0.03,33,578,76,00000_depth | 00008_depth | 00027_depth | 00030_depth | 00034_depth | 00035_depth | 00040_depth | 00086_depth | 00089_depth | 00090_depth | 00126_depth | 00132_depth | 00136_depth | 00170_depth | 00188_depth | 00283_depth | 00295_depth | 00311_depth | 00314_depth | 00325_depth | 00327_depth | 00331_depth | 00332_depth | 00444_depth | 00462_depth | 00465_depth | 00508_depth | 00510_depth | 00524_depth | 00531_depth | 00561_depth | 00568_depth | 00634_depth | 00635_depth | 00637_depth | 00778_depth | 00783_depth | 00800_depth | 00835_depth | 00836_depth | 00838_depth | 00844_depth | 00856_depth | 00858_depth | 00859_depth | 00860_depth | 00905_depth | 00906_depth | 00932_depth | 00946_depth | 00976_depth | 01010_depth | 01076_depth | 01081_depth | 01090_depth | 01216_depth | 01217_depth | 01248_depth | 01254_depth | 01259_depth | 01260_depth | 01261_depth | 01275_depth | 01287_depth | 01301_depth | 01302_depth | 01313_depth | 01329_depth | 01331_depth | 01346_depth | 01348_depth | 01368_depth | 01384_depth | 01393_depth | 01408_depth | 01409_depth,motif_survival,0.007173236400459415,0.00346657800330874,0.0047858222422875185,0.048380177863412865,0.023803533930430776,0.05143791187941116,0.0072188155547661115,0.0035264666851416715,0.005178520401976416,0.007751937984496124,0.007751937984496124,0.007751937984496124
scene_loo:scene_auto_04,0.03,33,578,76,00000_depth | 00008_depth | 00027_depth | 00030_depth | 00034_depth | 00035_depth | 00040_depth | 00086_depth | 00089_depth | 00090_depth | 00126_depth | 00132_depth | 00136_depth | 00170_depth | 00188_depth | 00283_depth | 00295_depth | 00311_depth | 00314_depth | 00325_depth | 00327_depth | 00331_depth | 00332_depth | 00444_depth | 00462_depth | 00465_depth | 00508_depth | 00510_depth | 00524_depth | 00531_depth | 00561_depth | 00568_depth | 00634_depth | 00635_depth | 00637_depth | 00778_depth | 00783_depth | 00800_depth | 00835_depth | 00836_depth | 00838_depth | 00844_depth | 00856_depth | 00858_depth | 00859_depth | 00860_depth | 00905_depth | 00906_depth | 00932_depth | 00946_depth | 00976_depth | 01010_depth | 01076_depth | 01081_depth | 01090_depth | 01216_depth | 01217_depth | 01248_depth | 01254_depth | 01259_depth | 01260_depth | 01261_depth | 01275_depth | 01287_depth | 01301_depth | 01302_depth | 01313_depth | 01329_depth | 01331_depth | 01346_depth | 01348_depth | 01368_depth | 01384_depth | 01393_depth | 01408_depth | 01409_depth,motif_survival_pos_only,0.0037698410693923767,0.0022063258447424516,0.0037379687967165065,0.04497678253234583,0.022543281771864487,0.050390058433840146,0.003815420223699073,0.002266214526575383,0.004130666956405404,0.046511627906976744,0.015503875968992248,0.007751937984496124
scene_loo:scene_auto_04,0.03,33,578,76,00000_depth | 00008_depth | 00027_depth | 00030_depth | 00034_depth | 00035_depth | 00040_depth | 00086_depth | 00089_depth | 00090_depth | 00126_depth | 00132_depth | 00136_depth | 00170_depth | 00188_depth | 00283_depth | 00295_depth | 00311_depth | 00314_depth | 00325_depth | 00327_depth | 00331_depth | 00332_depth | 00444_depth | 00462_depth | 00465_depth | 00508_depth | 00510_depth | 00524_depth | 00531_depth | 00561_depth | 00568_depth | 00634_depth | 00635_depth | 00637_depth | 00778_depth | 00783_depth | 00800_depth | 00835_depth | 00836_depth | 00838_depth | 00844_depth | 00856_depth | 00858_depth | 00859_depth | 00860_depth | 00905_depth | 00906_depth | 00932_depth | 00946_depth | 00976_depth | 01010_depth | 01076_depth | 01081_depth | 01090_depth | 01216_depth | 01217_depth | 01248_depth | 01254_depth | 01259_depth | 01260_depth | 01261_depth | 01275_depth | 01287_depth | 01301_depth | 01302_depth | 01313_depth | 01329_depth | 01331_depth | 01346_depth | 01348_depth | 01368_depth | 01384_depth | 01393_depth | 01408_depth | 01409_depth,motif_survival_neg_only,0.003546036490072013,0.0013273105191935475,0.000996866025474441,0.04475297795302546,0.021664266446315583,0.04764895566259808,0.0035916156443787095,0.0013871992010264789,0.001389564185163339,0.046511627906976744,0.21705426356589147,0.12403100775193798
scene_loo:scene_auto_04,0.03,33,578,76,00000_depth | 00008_depth | 00027_depth | 00030_depth | 00034_depth | 00035_depth | 00040_depth | 00086_depth | 00089_depth | 00090_depth | 00126_depth | 00132_depth | 00136_depth | 00170_depth | 00188_depth | 00283_depth | 00295_depth | 00311_depth | 00314_depth | 00325_depth | 00327_depth | 00331_depth | 00332_depth | 00444_depth | 00462_depth | 00465_depth | 00508_depth | 00510_depth | 00524_depth | 00531_depth | 00561_depth | 00568_depth | 00634_depth | 00635_depth | 00637_depth | 00778_depth | 00783_depth | 00800_depth | 00835_depth | 00836_depth | 00838_depth | 00844_depth | 00856_depth | 00858_depth | 00859_depth | 00860_depth | 00905_depth | 00906_depth | 00932_depth | 00946_depth | 00976_depth | 01010_depth | 01076_depth | 01081_depth | 01090_depth | 01216_depth | 01217_depth | 01248_depth | 01254_depth | 01259_depth | 01260_depth | 01261_depth | 01275_depth | 01287_depth | 01301_depth | 01302_depth | 01313_depth | 01329_depth | 01331_depth | 01346_depth | 01348_depth | 01368_depth | 01384_depth | 01393_depth | 01408_depth | 01409_depth,motif_survival_binary,0.010343720822660996,0.006136917395941466,0.005890152481177857,0.051550662285614446,0.0264738733230635,0.052542242118301496,0.010389299976967692,0.006196806077774397,0.006282850640866755,0.007751937984496124,0.007751937984496124,0.007751937984496124
scene_loo:scene_auto_05,0.03,33,530,124,00014_depth | 00016_depth | 00017_depth | 00037_depth | 00039_depth | 00042_depth | 00045_depth | 00046_depth | 00083_depth | 00084_depth | 00085_depth | 00088_depth | 00117_depth | 00118_depth | 00125_depth | 00130_depth | 00182_depth | 00194_depth | 00195_depth | 00196_depth | 00219_depth | 00272_depth | 00315_depth | 00328_depth | 00329_depth | 00350_depth | 00351_depth | 00395_depth | 00410_depth | 00442_depth | 00447_depth | 00560_depth | 00563_depth | 00581_depth | 00636_depth | 00657_depth | 00663_depth | 00668_depth | 00669_depth | 00670_depth | 00678_depth | 00679_depth | 00680_depth | 00686_depth | 00698_depth | 00706_depth | 00709_depth | 00711_depth | 00717_depth | 00724_depth | 00726_depth | 00730_depth | 00759_depth | 00762_depth | 00763_depth | 00767_depth | 00772_depth | 00773_depth | 00775_depth | 00779_depth | 00781_depth | 00782_depth | 00785_depth | 00801_depth | 00809_depth | 00810_depth | 00822_depth | 00841_depth | 00842_depth | 00843_depth | 00845_depth | 00869_depth | 00870_depth | 00926_depth | 00931_depth | 00934_depth | 00944_depth | 00945_depth | 00961_depth | 00969_depth | 00970_depth | 00973_depth | 01000_depth | 01001_depth | 01002_depth | 01032_depth | 01033_depth | 01038_depth | 01052_depth | 01074_depth | 01075_depth | 01079_depth | 01080_depth | 01082_depth | 01099_depth | 01100_depth | 01101_depth | 01103_depth | 01108_depth | 01126_depth | 01127_depth | 01144_depth | 01145_depth | 01178_depth | 01180_depth | 01181_depth | 01183_depth | 01207_depth | 01215_depth | 01218_depth | 01219_depth | 01247_depth | 01277_depth | 01284_depth | 01291_depth | 01294_depth | 01296_depth | 01336_depth | 01347_depth | 01389_depth | 01399_depth | 01420_depth | 01441_depth | 01442_depth,motif_survival,0.007904506569959002,0.003840827108287259,0.004486409327419394,0.04509650214020611,0.019230301486891088,0.0457752723140219,0.007821425492775869,0.003778295739976678,0.0053604811134689845,0.007751937984496124,0.007751937984496124,0.007751937984496124
scene_loo:scene_auto_05,0.03,33,530,124,00014_depth | 00016_depth | 00017_depth | 00037_depth | 00039_depth | 00042_depth | 00045_depth | 00046_depth | 00083_depth | 00084_depth | 00085_depth | 00088_depth | 00117_depth | 00118_depth | 00125_depth | 00130_depth | 00182_depth | 00194_depth | 00195_depth | 00196_depth | 00219_depth | 00272_depth | 00315_depth | 00328_depth | 00329_depth | 00350_depth | 00351_depth | 00395_depth | 00410_depth | 00442_depth | 00447_depth | 00560_depth | 00563_depth | 00581_depth | 00636_depth | 00657_depth | 00663_depth | 00668_depth | 00669_depth | 00670_depth | 00678_depth | 00679_depth | 00680_depth | 00686_depth | 00698_depth | 00706_depth | 00709_depth | 00711_depth | 00717_depth | 00724_depth | 00726_depth | 00730_depth | 00759_depth | 00762_depth | 00763_depth | 00767_depth | 00772_depth | 00773_depth | 00775_depth | 00779_depth | 00781_depth | 00782_depth | 00785_depth | 00801_depth | 00809_depth | 00810_depth | 00822_depth | 00841_depth | 00842_depth | 00843_depth | 00845_depth | 00869_depth | 00870_depth | 00926_depth | 00931_depth | 00934_depth | 00944_depth | 00945_depth | 00961_depth | 00969_depth | 00970_depth | 00973_depth | 01000_depth | 01001_depth | 01002_depth | 01032_depth | 01033_depth | 01038_depth | 01052_depth | 01074_depth | 01075_depth | 01079_depth | 01080_depth | 01082_depth | 01099_depth | 01100_depth | 01101_depth | 01103_depth | 01108_depth | 01126_depth | 01127_depth | 01144_depth | 01145_depth | 01178_depth | 01180_depth | 01181_depth | 01183_depth | 01207_depth | 01215_depth | 01218_depth | 01219_depth | 01247_depth | 01277_depth | 01284_depth | 01291_depth | 01294_depth | 01296_depth | 01336_depth | 01347_depth | 01389_depth | 01399_depth | 01420_depth | 01441_depth | 01442_depth,motif_survival_pos_only,0.004023887456427233,0.0023349893617997663,0.003592669197420184,0.04121588302667434,0.017724463740403595,0.04488153218402269,0.0039408063792440995,0.0022724579934891853,0.004466740983469775,0.06201550387596899,0.14728682170542637,0.007751937984496124
scene_loo:scene_auto_05,0.03,33,530,124,00014_depth | 00016_depth | 00017_depth | 00037_depth | 00039_depth | 00042_depth | 00045_depth | 00046_depth | 00083_depth | 00084_depth | 00085_depth | 00088_depth | 00117_depth | 00118_depth | 00125_depth | 00130_depth | 00182_depth | 00194_depth | 00195_depth | 00196_depth | 00219_depth | 00272_depth | 00315_depth | 00328_depth | 00329_depth | 00350_depth | 00351_depth | 00395_depth | 00410_depth | 00442_depth | 00447_depth | 00560_depth | 00563_depth | 00581_depth | 00636_depth | 00657_depth | 00663_depth | 00668_depth | 00669_depth | 00670_depth | 00678_depth | 00679_depth | 00680_depth | 00686_depth | 00698_depth | 00706_depth | 00709_depth | 00711_depth | 00717_depth | 00724_depth | 00726_depth | 00730_depth | 00759_depth | 00762_depth | 00763_depth | 00767_depth | 00772_depth | 00773_depth | 00775_depth | 00779_depth | 00781_depth | 00782_depth | 00785_depth | 00801_depth | 00809_depth | 00810_depth | 00822_depth | 00841_depth | 00842_depth | 00843_depth | 00845_depth | 00869_depth | 00870_depth | 00926_depth | 00931_depth | 00934_depth | 00944_depth | 00945_depth | 00961_depth | 00969_depth | 00970_depth | 00973_depth | 01000_depth | 01001_depth | 01002_depth | 01032_depth | 01033_depth | 01038_depth | 01052_depth | 01074_depth | 01075_depth | 01079_depth | 01080_depth | 01082_depth | 01099_depth | 01100_depth | 01101_depth | 01103_depth | 01108_depth | 01126_depth | 01127_depth | 01144_depth | 01145_depth | 01178_depth | 01180_depth | 01181_depth | 01183_depth | 01207_depth | 01215_depth | 01218_depth | 01219_depth | 01247_depth | 01277_depth | 01284_depth | 01291_depth | 01294_depth | 01296_depth | 01336_depth | 01347_depth | 01389_depth | 01399_depth | 01420_depth | 01441_depth | 01442_depth,motif_survival_neg_only,0.004021306076617548,0.001581945431090248,0.0009673118206697806,0.04121330164686465,0.016971419809694077,0.042256174807272284,0.003938224999434414,0.001519414062779667,0.0018413836067193712,0.06201550387596899,0.26356589147286824,0.06976744186046512
scene_loo:scene_auto_05,0.03,33,530,124,00014_depth | 00016_depth | 00017_depth | 00037_depth | 00039_depth | 00042_depth | 00045_depth | 00046_depth | 00083_depth | 00084_depth | 00085_depth | 00088_depth | 00117_depth | 00118_depth | 00125_depth | 00130_depth | 00182_depth | 00194_depth | 00195_depth | 00196_depth | 00219_depth | 00272_depth | 00315_depth | 00328_depth | 00329_depth | 00350_depth | 00351_depth | 00395_depth | 00410_depth | 00442_depth | 00447_depth | 00560_depth | 00563_depth | 00581_depth | 00636_depth | 00657_depth | 00663_depth | 00668_depth | 00669_depth | 00670_depth | 00678_depth | 00679_depth | 00680_depth | 00686_depth | 00698_depth | 00706_depth | 00709_depth | 00711_depth | 00717_depth | 00724_depth | 00726_depth | 00730_depth | 00759_depth | 00762_depth | 00763_depth | 00767_depth | 00772_depth | 00773_depth | 00775_depth | 00779_depth | 00781_depth | 00782_depth | 00785_depth | 00801_depth | 00809_depth | 00810_depth | 00822_depth | 00841_depth | 00842_depth | 00843_depth | 00845_depth | 00869_depth | 00870_depth | 00926_depth | 00931_depth | 00934_depth | 00944_depth | 00945_depth | 00961_depth | 00969_depth | 00970_depth | 00973_depth | 01000_depth | 01001_depth | 01002_depth | 01032_depth | 01033_depth | 01038_depth | 01052_depth | 01074_depth | 01075_depth | 01079_depth | 01080_depth | 01082_depth | 01099_depth | 01100_depth | 01101_depth | 01103_depth | 01108_depth | 01126_depth | 01127_depth | 01144_depth | 01145_depth | 01178_depth | 01180_depth | 01181_depth | 01183_depth | 01207_depth | 01215_depth | 01218_depth | 01219_depth | 01247_depth | 01277_depth | 01284_depth | 01291_depth | 01294_depth | 01296_depth | 01336_depth | 01347_depth | 01389_depth | 01399_depth | 01420_depth | 01441_depth | 01442_depth,motif_survival_binary,0.012856861561284183,0.007725056140048148,0.004650891141268709,0.05004885713153129,0.023114530518651977,0.04593975412787121,0.01277378048410105,0.007662524771737567,0.0055249629273183,0.007751937984496124,0.007751937984496124,0.007751937984496124
scene_loo:scene_auto_06,0.03,33,567,87,00056_depth | 00077_depth | 00078_depth | 00166_depth | 00167_depth | 00168_depth | 00187_depth | 00189_depth | 00198_depth | 00208_depth | 00209_depth | 00278_depth | 00279_depth | 00281_depth | 00282_depth | 00309_depth | 00354_depth | 00355_depth | 00396_depth | 00468_depth | 00514_depth | 00515_depth | 00522_depth | 00523_depth | 00536_depth | 00537_depth | 00549_depth | 00550_depth | 00555_depth | 00556_depth | 00564_depth | 00579_depth | 00580_depth | 00593_depth | 00655_depth | 00656_depth | 00705_depth | 00760_depth | 00766_depth | 00769_depth | 00770_depth | 00802_depth | 00813_depth | 00821_depth | 00857_depth | 00868_depth | 00925_depth | 00958_depth | 01020_depth | 01021_depth | 01022_depth | 01051_depth | 01056_depth | 01105_depth | 01107_depth | 01118_depth | 01151_depth | 01156_depth | 01157_depth | 01162_depth | 01165_depth | 01174_depth | 01194_depth | 01200_depth | 01202_depth | 01203_depth | 01208_depth | 01209_depth | 01210_depth | 01256_depth | 01257_depth | 01264_depth | 01279_depth | 01292_depth | 01293_depth | 01314_depth | 01334_depth | 01335_depth | 01352_depth | 01363_depth | 01390_depth | 01395_depth | 01400_depth | 01445_depth | 01446_depth | 01447_depth | 01448_depth,motif_survival,0.007681412838038693,0.0036483935917468457,0.004931899916674198,0.047619948655536315,0.02438842670376229,0.04502606806566045,0.007694862948791736,0.003664418201733799,0.005279715828105158,0.007751937984496124,0.007751937984496124,0.015503875968992248
scene_loo:scene_auto_06,0.03,33,567,87,00056_depth | 00077_depth | 00078_depth | 00166_depth | 00167_depth | 00168_depth | 00187_depth | 00189_depth | 00198_depth | 00208_depth | 00209_depth | 00278_depth | 00279_depth | 00281_depth | 00282_depth | 00309_depth | 00354_depth | 00355_depth | 00396_depth | 00468_depth | 00514_depth | 00515_depth | 00522_depth | 00523_depth | 00536_depth | 00537_depth | 00549_depth | 00550_depth | 00555_depth | 00556_depth | 00564_depth | 00579_depth | 00580_depth | 00593_depth | 00655_depth | 00656_depth | 00705_depth | 00760_depth | 00766_depth | 00769_depth | 00770_depth | 00802_depth | 00813_depth | 00821_depth | 00857_depth | 00868_depth | 00925_depth | 00958_depth | 01020_depth | 01021_depth | 01022_depth | 01051_depth | 01056_depth | 01105_depth | 01107_depth | 01118_depth | 01151_depth | 01156_depth | 01157_depth | 01162_depth | 01165_depth | 01174_depth | 01194_depth | 01200_depth | 01202_depth | 01203_depth | 01208_depth | 01209_depth | 01210_depth | 01256_depth | 01257_depth | 01264_depth | 01279_depth | 01292_depth | 01293_depth | 01314_depth | 01334_depth | 01335_depth | 01352_depth | 01363_depth | 01390_depth | 01395_depth | 01400_depth | 01445_depth | 01446_depth | 01447_depth | 01448_depth,motif_survival_pos_only,0.004198434963232689,0.0024590898957262963,0.0043027719677611875,0.04413697078073031,0.02319912300774174,0.04439694011674744,0.004211885073985733,0.0024751145057132495,0.004650587879192147,0.031007751937984496,0.06201550387596899,0.015503875968992248
scene_loo:scene_auto_06,0.03,33,567,87,00056_depth | 00077_depth | 00078_depth | 00166_depth | 00167_depth | 00168_depth | 00187_depth | 00189_depth | 00198_depth | 00208_depth | 00209_depth | 00278_depth | 00279_depth | 00281_depth | 00282_depth | 00309_depth | 00354_depth | 00355_depth | 00396_depth | 00468_depth | 00514_depth | 00515_depth | 00522_depth | 00523_depth | 00536_depth | 00537_depth | 00549_depth | 00550_depth | 00555_depth | 00556_depth | 00564_depth | 00579_depth | 00580_depth | 00593_depth | 00655_depth | 00656_depth | 00705_depth | 00760_depth | 00766_depth | 00769_depth | 00770_depth | 00802_depth | 00813_depth | 00821_depth | 00857_depth | 00868_depth | 00925_depth | 00958_depth | 01020_depth | 01021_depth | 01022_depth | 01051_depth | 01056_depth | 01105_depth | 01107_depth | 01118_depth | 01151_depth | 01156_depth | 01157_depth | 01162_depth | 01165_depth | 01174_depth | 01194_depth | 01200_depth | 01202_depth | 01203_depth | 01208_depth | 01209_depth | 01210_depth | 01256_depth | 01257_depth | 01264_depth | 01279_depth | 01292_depth | 01293_depth | 01314_depth | 01334_depth | 01335_depth | 01352_depth | 01363_depth | 01390_depth | 01395_depth | 01400_depth | 01445_depth | 01446_depth | 01447_depth | 01448_depth,motif_survival_neg_only,0.003604949519673717,0.0012479721750866535,0.0005457156826429443,0.04354348533717134,0.021988005287102097,0.0406398838316292,0.0036183996304267607,0.0012639967850736067,0.0008935315940739041,0.05426356589147287,0.2713178294573643,0.32558139534883723
scene_loo:scene_auto_06,0.03,33,567,87,00056_depth | 00077_depth | 00078_depth | 00166_depth | 00167_depth | 00168_depth | 00187_depth | 00189_depth | 00198_depth | 00208_depth | 00209_depth | 00278_depth | 00279_depth | 00281_depth | 00282_depth | 00309_depth | 00354_depth | 00355_depth | 00396_depth | 00468_depth | 00514_depth | 00515_depth | 00522_depth | 00523_depth | 00536_depth | 00537_depth | 00549_depth | 00550_depth | 00555_depth | 00556_depth | 00564_depth | 00579_depth | 00580_depth | 00593_depth | 00655_depth | 00656_depth | 00705_depth | 00760_depth | 00766_depth | 00769_depth | 00770_depth | 00802_depth | 00813_depth | 00821_depth | 00857_depth | 00868_depth | 00925_depth | 00958_depth | 01020_depth | 01021_depth | 01022_depth | 01051_depth | 01056_depth | 01105_depth | 01107_depth | 01118_depth | 01151_depth | 01156_depth | 01157_depth | 01162_depth | 01165_depth | 01174_depth | 01194_depth | 01200_depth | 01202_depth | 01203_depth | 01208_depth | 01209_depth | 01210_depth | 01256_depth | 01257_depth | 01264_depth | 01279_depth | 01292_depth | 01293_depth | 01314_depth | 01334_depth | 01335_depth | 01352_depth | 01363_depth | 01390_depth | 01395_depth | 01400_depth | 01445_depth | 01446_depth | 01447_depth | 01448_depth,motif_survival_binary,0.011471244029517158,0.0070880462790882115,0.004518732887219934,0.05140977984701478,0.027828079391103655,0.04461290103620619,0.011484694140270202,0.007104070889075165,0.004866548798650894,0.007751937984496124,0.007751937984496124,0.015503875968992248
scene_loo:scene_auto_07,0.03,33,598,56,00013_depth | 00020_depth | 00075_depth | 00172_depth | 00190_depth | 00211_depth | 00249_depth | 00324_depth | 00326_depth | 00330_depth | 00386_depth | 00387_depth | 00389_depth | 00431_depth | 00440_depth | 00445_depth | 00471_depth | 00518_depth | 00538_depth | 00562_depth | 00565_depth | 00567_depth | 00578_depth | 00582_depth | 00592_depth | 00675_depth | 00677_depth | 00685_depth | 00692_depth | 00761_depth | 00768_depth | 00777_depth | 00786_depth | 00799_depth | 00832_depth | 00907_depth | 00918_depth | 01009_depth | 01078_depth | 01083_depth | 01091_depth | 01106_depth | 01147_depth | 01150_depth | 01173_depth | 01175_depth | 01195_depth | 01246_depth | 01255_depth | 01276_depth | 01298_depth | 01305_depth | 01330_depth | 01394_depth | 01412_depth | 01440_depth,motif_survival,0.006849473598686928,0.0033414118609980115,0.004998272256947045,0.04836314688537291,0.022323019623167628,0.048080339112652914,0.006967641964944371,0.0033780901160391785,0.005159524740917187,0.007751937984496124,0.007751937984496124,0.007751937984496124
scene_loo:scene_auto_07,0.03,33,598,56,00013_depth | 00020_depth | 00075_depth | 00172_depth | 00190_depth | 00211_depth | 00249_depth | 00324_depth | 00326_depth | 00330_depth | 00386_depth | 00387_depth | 00389_depth | 00431_depth | 00440_depth | 00445_depth | 00471_depth | 00518_depth | 00538_depth | 00562_depth | 00565_depth | 00567_depth | 00578_depth | 00582_depth | 00592_depth | 00675_depth | 00677_depth | 00685_depth | 00692_depth | 00761_depth | 00768_depth | 00777_depth | 00786_depth | 00799_depth | 00832_depth | 00907_depth | 00918_depth | 01009_depth | 01078_depth | 01083_depth | 01091_depth | 01106_depth | 01147_depth | 01150_depth | 01173_depth | 01175_depth | 01195_depth | 01246_depth | 01255_depth | 01276_depth | 01298_depth | 01305_depth | 01330_depth | 01394_depth | 01412_depth | 01440_depth,motif_survival_pos_only,0.003448430440835093,0.0020512747699634737,0.004009232434743604,0.044962103727521074,0.02103288253213309,0.04709129929044947,0.003566598807092536,0.0020879530250046408,0.004170484918713746,0.03875968992248062,0.046511627906976744,0.015503875968992248
scene_loo:scene_auto_07,0.03,33,598,56,00013_depth | 00020_depth | 00075_depth | 00172_depth | 00190_depth | 00211_depth | 00249_depth | 00324_depth | 00326_depth | 00330_depth | 00386_depth | 00387_depth | 00389_depth | 00431_depth | 00440_depth | 00445_depth | 00471_depth | 00518_depth | 00538_depth | 00562_depth | 00565_depth | 00567_depth | 00578_depth | 00582_depth | 00592_depth | 00675_depth | 00677_depth | 00685_depth | 00692_depth | 00761_depth | 00768_depth | 00777_depth | 00786_depth | 00799_depth | 00832_depth | 00907_depth | 00918_depth | 01009_depth | 01078_depth | 01083_depth | 01091_depth | 01106_depth | 01147_depth | 01150_depth | 01173_depth | 01175_depth | 01195_depth | 01246_depth | 01255_depth | 01276_depth | 01298_depth | 01305_depth | 01330_depth | 01394_depth | 01412_depth | 01440_depth,motif_survival_neg_only,0.0035230460480840664,0.0013465858740407954,0.0010818222195357885,0.04503671933477005,0.020328193636210412,0.04416388907524166,0.0036412144143415093,0.0013832641290819625,0.0012430747035059309,0.023255813953488372,0.20930232558139536,0.14728682170542637
scene_loo:scene_auto_07,0.03,33,598,56,00013_depth | 00020_depth | 00075_depth | 00172_depth | 00190_depth | 00211_depth | 00249_depth | 00324_depth | 00326_depth | 00330_depth | 00386_depth | 00387_depth | 00389_depth | 00431_depth | 00440_depth | 00445_depth | 00471_depth | 00518_depth | 00538_depth | 00562_depth | 00565_depth | 00567_depth | 00578_depth | 00582_depth | 00592_depth | 00675_depth | 00677_depth | 00685_depth | 00692_depth | 00761_depth | 00768_depth | 00777_depth | 00786_depth | 00799_depth | 00832_depth | 00907_depth | 00918_depth | 01009_depth | 01078_depth | 01083_depth | 01091_depth | 01106_depth | 01147_depth | 01150_depth | 01173_depth | 01175_depth | 01195_depth | 01246_depth | 01255_depth | 01276_depth | 01298_depth | 01305_depth | 01330_depth | 01394_depth | 01412_depth | 01440_depth,motif_survival_binary,0.009176630105928618,0.006002875710883315,0.006111580604719058,0.0506903033926146,0.024984483473052932,0.04919364746042493,0.009294798472186061,0.006039553965924482,0.0062728330886892,0.007751937984496124,0.007751937984496124,0.007751937984496124
